V1,V2,V3,V4,V5,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,name1,name2,name4,name6,name3,name5,family1,family2,family3,family4,family5,family6,age1,age2,age3,age4,age5,age6,experience1,experience2,experience3,experience4,experience5,experience6,margin,consent,Q75,inputstate,votereg,year_born,pid3,dem_strength,rep_strength,ind_lean,ideo5,marstat,presvote16_post,intent,presvote2020,presvote2020_voted,presvote_2020lean,religpew,pew_bornagain,employ,newsint,urbancity,class,women_lgbtq_4,women_lgbtq_5,women_lgbtq_6,women_lgbtq_7,women_lgbtq_9,Q36_1,Q36_2,Q36_3,Q36_4,acknowledgment,socialism,fave_grid_1,fave_grid_2,fave_grid_3,fave_grid_5,fave_grid_6,fave_grid_7,fave_grid_10,mip_open,G2.Q2_1,G2.Q2_2,G2.Q2_3,G2.Q2_4,G2.Q2_5,G2.Q2_6,G2.Q2_7,G2.Q2_8,G2.Q2_9,G2.Q3_1_Group,G2.Q3_1_Rank,G2.Q3_2_Group,G2.Q3_2_Rank,G2.Q3_3_Group,G2.Q3_3_Rank,G2.Q3_4_Group,G2.Q3_4_Rank,G2.Q3_5_Group,G2.Q3_5_Rank,G2.Q3_6_Group,G2.Q3_6_Rank,G2.Q3_7_Group,G2.Q3_7_Rank,G2.Q3_8_Group,G2.Q3_8_Rank,work_status_1,work_status_2,work_status_3,work_status_4,work_status_5,work_status_6,work_status_7,work_status_8,work_status_9,work_status_9_TEXT,financial_impact,attribution_1,attribution_2,attribution_3,attribution_4,attribution_5,attribution_6,attribution_7,attribution_8,attribution_8_TEXT,Q28,trumplose,bidenlose,Q75_1,Q75_2,Q75_3,Q75_4,whytrump,whybiden,represents_1,represents_2,represents_3,represents_4,favorsDem,favorsRep,mostimpt,m4a_control,m4a_econ,m4a_soc,covid_control,covid_econ,covid_soc,gnd_control,gnd_labeled,gnd_unlabeled,Q1,Q162,cong1,cj4,Q48_1,Q48_2,Q48_3,Q48_4,cong2,cj5,Q49_1,Q49_2,Q49_3,Q49_4,cong3,cj6,Q50_1,Q50_2,Q50_3,Q50_4,DO_BR_FL_141,DO_BR_FL_6,DO_BR_FL_7,DO_BR_FL_8,DO_BR_FL_9,DO_BR_FL_10,DO_BR_FL_11,DO_BR_FL_12,DO_BR_FL_13,DO_BR_FL_14,DO_BR_FL_15,DO_BR_FL_16,DO_BR_FL_17,DO_BL_group2_lucas_ryan,DO_BL_M4AExperiment,DO_BL_COVIDExperiment,DO_BL_gnd_experiment,DO_Q_acknowledgment,DO_Q_socialism,DO_Q_fave_grid,DO_Q_presvote2020,DO_Q_presvote2020_voted,DO_Q_G2.Q3,DO_Q_women_lgbtq,DO_Q_presvote_2020lean,DO_Q_mostimpt,DO_Q_G2.Q2,DO_Q_presvote16_post,DO_Q_attribution,age_asked,agediff,duration,race4,agecat,educ,pid7,educ4,weduc,geduc,gregion,grace,agerace,prez16,nationalweight,income_new,vote_history,interest,registration,race,partisan_strength,year,Voted,lvweight
R_OPFBEoUdAjS7PdT,NA,10/25/20 10:12,10/25/20 10:23,1,5f95a392-e1ab-ad50-9151-a41519880129,47,1,8,1,1,2,10,3,30830,Michael,George,Benjamin,Janet,Mary,Barbara,Wife and two children,Wife and no children,Husband and one child,Wife and one child,Husband and no children,Wife and two children,46,69,52,68,70,60,14,21,13,23,21,25,11,1,1,11,1,1973,2,NA,1,NA,3,1,2,1,2,NA,NA,11,1,2,1,3,3,4,1,4,2,4,11.388,48.601,50.571,15,3,4,2,1,4,4,2,1,2,Racism,3,2,3,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,9.735,29.251,30.833,3,A win is a win,NA,2,2,2,1,1,3,2,NA,1,NA,NA,NA,1,4,NA,NA,2,1,1,1,7.931,30.097,31.147,8,1,1,3.935,19.786,20.918,4,1,2,7.994,14.292,15.65,5,fave|socialism,FL_133,FL_124,FL_115,FL_111,FL_102,FL_96,FL_87,FL_75,FL_68,FL_61,FL_50,FL_47,mip_open|G2.Q2,m4a_econ,covid_soc,gnd_control,1|2|3|4|5|6,5|4|2|1|3,7|2|1|5|10|3|6,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,7|5|9|4|6,1|2|9|8,8|7|6|5|4|3|2|1,2|5|7|8|6|1|4|9|3,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,47,0,11.43,1,3,2,7,1,1,3,NA,1,3,2,1.154361504,2,1,1,1,1,1,2020,1,1.154361504
R_3jTJuJ3UWY6yRCO,NA,10/25/20 10:05,10/25/20 10:24,1,5f95a1af-b589-da55-3a2e-499b1e152269,35,1,19,1,1,6,5,1,10023,James,Elizabeth,Matthew,Benjamin,John,Linda,Husband and two children,Husband and one child,Husband and one child,Wife and no children,Wife and no children,Wife and two children,55,61,59,60,52,47,14,23,13,19,13,10,8,1,1,33,1,1985,2,NA,2,NA,4,1,2,1,2,NA,NA,2,1,1,2,1,3,2,5,2,5,4,4.432,148.375,149.938,11,2,4,4,2,4,3,3,4,2,Unemployment,2,2,1,2,2,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,14.395,43.595,44.871,4,NA,NA,2,1,2,2,1,2,7,NA,NA,1,1,NA,NA,4,NA,NA,2,1,1,1,10.341,41.458,42.363,7,1,2,15.635,49.708,50.4,5,1,1,18.827,44.6,45.552,8,socialism|fave,FL_130,FL_129,FL_117,FL_107,FL_99,FL_97,FL_86,FL_76,FL_68,FL_59,FL_51,FL_47,mip_open|G2.Q2,m4a_soc,covid_control,gnd_control,1|2|3|4|5|6,5|4|2|1|3,5|3|7|1|10|2|6,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,4|7|9|6|5,1|2|9|8,8|7|6|5|4|3|2|1,7|6|3|1|2|8|9|5|4,2|1|3|4|5|6|7,1|2|4|3|5|6|7|8,35,0,18.9,1,2,6,6,4,4,1,NA,1,1,2,0.551048668,3,1,2,1,1,2,2020,0.098,0.054002769
R_28BXEpqi7MVnJeQ,NA,10/25/20 10:14,10/25/20 10:24,1,5f95a467-d068-4707-0ac6-8990ef1021bf,45,1,14,6,1,3,5,4,96817,Mary,Janet,Hannah,Matthew,Robert,Mary,Husband and no children,Husband and one child,Wife and two children,Husband and three children,Wife and three children,Husband and no children,53,67,53,70,66,70,11,18,10,25,23,17,2,1,1,12,1,1975,3,NA,NA,2,4,1,3,1,2,NA,NA,2,2,1,2,1,4,3,2,3,4,4,5.511,36.942,38.602,9,3,1,1,2,4,4,4,3,2,Jobs and the economy,2,1,2,1,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,6.92,22.499,23.126,6,Need to confirm the vote count.. there has been indications and evidence of vote ballot tampering and fraud..,NA,2,2,2,1,1,2,7,NA,2,NA,NA,1,NA,2,NA,NA,3,1,1,2,3.678,26.158,26.8,10,1,1,1.321,23.216,24,6,1,1,1.193,21.981,22.879,8,socialism|fave,FL_134,FL_127,FL_120,FL_109,FL_100,FL_94,FL_82,FL_76,FL_71,FL_64,FL_57,FL_42,mip_open|G2.Q2,m4a_econ,covid_econ,gnd_control,1|2|3|4|5|6,1|2|4|5|3,6|7|5|2|10|1|3,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,7|4|9|6|5,1|2|9|8,1|2|3|4|5|6|7|8,1|3|7|4|9|6|5|2|8,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,45,0,10.03,4,3,3,5,2,6,4,NA,4,4,3,1.191099701,2,1,2,1,4,3,2020,0.706,0.840916389
R_32LPQacGUhyQ3DD,NA,10/25/20 10:19,10/25/20 10:24,1,5f95a517-e629-15be-e87d-379202747b28,48,1,9,1,1,2,10,3,24153,James,George,William,George,John,Michael,Husband and one child,Wife and two children,Wife and one child,Wife and no children,Wife and one child,Husband and one child,46,50,59,61,54,61,25,22,22,20,16,13,3,1,1,48,1,1972,2,NA,1,NA,5,3,2,1,2,NA,NA,12,2,1,1,2,3,1,6,2,1,4,4.654,21.961,22.887,6,1,3,1,1,5,1,1,1,2,covid 19,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,9.598,13.871,15.036,2,probably voter fraud,NA,2,2,2,2,1,2,7,1,NA,NA,NA,1,NA,3,NA,NA,5,1,1,2,12.486,13.273,13.92,2,1,1,5.186,5.801,6.785,2,1,1,3.882,5.48,5.996,3,socialism|fave,FL_130,FL_124,FL_114,FL_108,FL_99,FL_93,FL_84,FL_79,FL_69,FL_59,FL_53,FL_44,mip_open|G2.Q2,m4a_control,covid_econ,gnd_control,6|5|4|3|2|1,5|4|2|1|3,6|1|5|3|10|2|7,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,7|5|9|4|6,1|2|9|8,8|7|6|5|4|3|2|1,2|1|3|8|6|5|9|4|7,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,48,0,5.55,1,3,2,7,1,1,3,NA,1,3,2,1.154361504,2,1,1,1,1,1,2020,1,1.154361504
R_2o9sixe42mOVicF,NA,10/25/20 10:13,10/25/20 10:24,1,5f95a37a-c9c2-6a19-3cd0-42adf25e0891,20,2,3,15,7,2,2,1,7094,John,Hannah,Hannah,Matthew,James,Jennifer,Husband and no children,Husband and no children,Wife and two children,Husband and three children,Husband and one child,Wife and one child,45,65,58,70,59,68,15,19,14,11,20,10,1,1,1,31,1,2000,1,2,NA,NA,1,5,NA,1,1,NA,NA,11,1,8,3,3,3,2,1,4,6,4,2.524,41.27,43.527,15,2,4,4,4,1,2,2,2,2,"Racism, sexism",2,2,2,2,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3.169,13.993,15.126,3,NA,I believe the people have a say.,2,1,1,2,3,1,3,NA,1,NA,1,NA,NA,NA,4,NA,2,1,1,2,0.778,28.975,30.181,11,1,1,5.068,19.131,20.081,9,1,1,2.359,13.514,16.557,9,socialism|fave,FL_131,FL_128,FL_120,FL_109,FL_98,FL_95,FL_82,FL_74,FL_71,FL_64,FL_52,FL_45,mip_open|G2.Q2,m4a_econ,covid_control,gnd_labeled,1|2|3|4|5|6,5|4|2|1|3,6|1|7|2|10|3|5,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,6|5|9|4|7,1|2|9|8,8|7|6|5|4|3|2|1,2|4|8|5|1|3|9|6|7,1|2|3|4|5|6|7,1|3|2|6|4|7|5|8,20,0,11.3,3,1,2,2,1,5,5,NA,7,2,4,1.879399535,1,0,3,1,3,2,2020,0.454,0.853247389
R_3wVpz7y6BkH8xvX,NA,10/25/20 10:06,10/25/20 10:24,1,5f95a26a-5963-ce69-879e-d4deba699eee,74,1,4,1,1,3,1,2,60430,Mary,Janet,George,Benjamin,Michael,Robert,Husband and three children,Husband and no children,Husband and three children,Wife and one child,Wife and two children,Husband and two children,62,47,61,63,57,69,18,25,14,16,15,16,11,1,1,14,1,1946,1,1,NA,NA,3,1,1,3,NA,1,NA,2,2,5,1,2,4,1,1,4,6,4,37.666,103.707,109.457,8,5,1,3,5,1,3,1,3,2,The virus.,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,2,1,2,NA,NA,1,3,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,2,35.278,35.278,37.365,1,NA,NA,1,1,1,2,3,1,2,NA,2,NA,2,NA,NA,NA,NA,4,2,1,1,1,46.934,46.934,50.367,1,1,1,33.28,33.28,35.557,1,1,1,32.82,32.82,34.513,1,fave|socialism,FL_134,FL_127,FL_116,FL_107,FL_101,FL_92,FL_88,FL_74,FL_72,FL_61,FL_55,FL_46,mip_open|G2.Q3,m4a_econ,covid_control,gnd_unlabeled,1|2|3|4|5|6,5|4|2|1|3,2|5|1|6|10|7|3,1|2|3|4|8,2|1|3|4,7|2|6|3|1|4|5|8,7|5|9|4|6,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|6|5|3|2|4|7|8,74,1,18.38,1,6,3,1,2,2,2,NA,1,5,1,1.858470239,1,1,1,1,1,1,2020,0.994,1.847319417
R_21pUoQEr8G9RFrr,NA,10/25/20 10:01,10/25/20 10:24,1,5f95a127-0c64-0946-4e39-f512203096b5,42,2,8,6,14,5,10,3,35404,Mary,Benjamin,Benjamin,Elizabeth,Robert,John,Wife and three children,Husband and three children,Wife and two children,Husband and one child,Husband and two children,Wife and three children,45,46,64,62,57,64,24,14,19,15,21,15,7,1,1,1,2,1978,2,NA,1,NA,3,1,6,4,NA,NA,NA,11,1,1,2,1,4,4,1,3,3,4,10.016,232.258,235.492,22,6,1,1,1,5,5,1,1,2,Socialism,2,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,4,NA,2,NA,NA,1,NA,NA,1,NA,1,1,1,2,6.876,47.365,48.586,17,1,2,5.261,44.463,46.2,14,1,2,4.529,16.534,20.085,5,socialism|fave,FL_134,FL_123,FL_115,FL_113,FL_100,FL_91,FL_89,FL_80,FL_71,FL_60,FL_54,FL_49,mip_open|G2.Q2,m4a_econ,covid_econ,gnd_labeled,1|2|3|4|5|6,5|4|2|1|3,6|2|3|1|10|7|5,1|2|3|8|4,1|2|3|4,1|2|3|4|5|6|7|8,5|4|9|7|6,1|2|9|8,8|7|6|5|4|3|2|1,1|7|8|5|4|2|9|3|6,1|2|3|4|5|6|7,1|2|6|7|4|5|3|8,42,0,23.05,3,3,5,7,3,7,7,NA,7,4,3,0.854180165,2,1,2,0,4,1,2020,0.034,0.029042126
R_3jc8tx7m0shekEf,NA,10/25/20 10:20,10/25/20 10:25,1,5f95a5b5-b40a-c849-5373-3b28d3b99469,19,2,22,15,1,3,1,1,8873,John,Emma,Hannah,Elizabeth,Michael,John,Husband and two children,Husband and one child,Husband and one child,Husband and no children,Wife and three children,Husband and three children,45,53,56,58,46,60,16,18,11,19,13,18,15,1,1,31,1,2001,1,1,NA,NA,1,5,NA,3,NA,1,NA,12,2,8,2,2,2,1,1,2,6,4,1.412,12.284,13.861,7,1,4,4,4,1,3,1,3,2,climate change,1,1,1,1,3,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,1,1,NA,1,NA,1,NA,NA,1,NA,1,3.834,9.619,10.555,2,NA,The consequences of a Trump win will be catastrophic.,1,2,1,2,1,1,1,NA,1,NA,NA,1,NA,5,NA,NA,3,1,1,2,7.847,16.116,17.063,6,1,2,4.163,5.076,7.827,2,1,1,1.578,7.662,8.487,5,socialism|fave,FL_131,FL_126,FL_120,FL_113,FL_101,FL_91,FL_86,FL_76,FL_68,FL_58,FL_57,FL_48,mip_open|G2.Q2,m4a_econ,covid_econ,gnd_control,1|2|3|4|5|6,5|4|2|1|3,5|3|1|2|10|7|6,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,7|4|9|6|5,1|2|9|8,8|7|6|5|4|3|2|1,4|6|7|3|8|5|9|2|1,1|2|3|4|5|6|7,1|2|4|6|5|7|3|8,19,0,5.17,4,1,3,1,2,6,5,NA,8,2,4,0.695292044,3,0,2,1,5,1,2020,0.69,0.47975151
R_UVWOAHIBKKXDK8h,NA,10/25/20 10:16,10/25/20 10:26,1,5f95a4b8-a5ea-c662-bd6c-f3413585e161,80,1,6,1,2,6,1,4,97459,Barbara,Janet,Elizabeth,Benjamin,Mary,Mary,Wife and no children,Husband and two children,Husband and three children,Husband and three children,Wife and two children,Wife and one child,47,58,58,48,59,64,16,25,15,16,14,16,10,1,1,38,1,1940,1,1,NA,NA,2,6,1,3,NA,1,NA,12,2,5,1,3,3,3,1,2,6,4,17.63,95.237,97.036,5,2,2,4,5,1,1,4,4,2,Coronavirus pandemic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,3,1,1,0,1,NA,NA,1,2,0,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,10.697,10.697,12.737,1,NA,NA,1,1,1,2,3,1,2,1,NA,NA,NA,1,NA,NA,5,NA,4,1,1,2,25.846,28.446,29.601,2,1,2,9.262,11.647,13.24,2,1,2,7.887,10.2,11.852,2,fave|socialism,FL_136,FL_127,FL_121,FL_107,FL_102,FL_94,FL_83,FL_78,FL_72,FL_64,FL_55,FL_45,mip_open|G2.Q3,m4a_control,covid_econ,gnd_labeled,6|5|4|3|2|1,1|2|4|5|3,2|6|5|7|10|3|1,1|2|3|4|8,1|2|3|4,5|7|1|8|3|4|6|2,5|6|9|7|4,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,80,0,9.88,3,6,6,1,4,8,4,NA,3,6,1,1.803073626,1,1,1,1,3,1,2020,0.946,1.70570765
R_6FoiLpPbRmZxeLf,NA,10/25/20 10:09,10/25/20 10:26,1,5f95a314-d98a-b7fe-7def-c34939e4408d,72,1,9,1,1,6,1,4,98201,Robert,Matthew,William,William,Jennifer,John,Husband and three children,Husband and three children,Husband and three children,Husband and one child,Wife and no children,Wife and one child,63,64,61,63,54,56,16,19,10,18,18,21,4,1,1,49,1,1948,1,1,NA,NA,1,3,1,1,1,NA,NA,5,2,5,1,1,3,2,1,4,6,4,10.801,38.776,57.617,5,1,5,5,5,1,1,1,3,2,rid trump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,1,1,NA,NA,0,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,19.067,19.067,31.364,1,NA,NA,1,1,1,2,2,1,1,NA,NA,1,NA,NA,1,NA,NA,5,4,1,1,2,38.184,38.184,39.318,1,1,1,16.908,16.908,19.014,1,1,1,16.052,16.052,18.442,1,fave|socialism,FL_132,FL_125,FL_114,FL_106,FL_103,FL_91,FL_88,FL_80,FL_72,FL_60,FL_51,FL_45,mip_open|G2.Q3,m4a_soc,covid_soc,gnd_unlabeled,6|5|4|3|2|1,5|4|2|1|3,2|6|3|5|10|7|1,1|2|3|4|8,1|2|3|4,5|6|8|3|4|1|2|7,5|6|9|7|4,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,72,1,17.15,1,6,6,1,4,4,4,NA,1,5,1,1.226931746,2,1,1,1,1,1,2020,1,1.226931746
R_3nH7jMyVZ8LGreE,NA,10/25/20 10:14,10/25/20 10:26,1,5f95a44d-ca90-956b-9dd7-40df38e1a0b0,74,1,14,1,1,4,10,4,80130,James,William,Elizabeth,Elizabeth,Barbara,Michael,Wife and no children,Wife and three children,Wife and no children,Wife and three children,Wife and one child,Husband and two children,67,59,50,69,45,58,11,15,12,22,22,18,4,1,1,6,1,1946,2,NA,1,NA,4,1,2,3,NA,2,NA,1,2,1,1,2,2,3,3,3,3,4,9.659,25.333,27.489,5,3,1,1,1,5,4,4,3,2,"Covid 19, Economy, Climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,1,1,3,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,25.63,25.63,26.915,1,Questions of illegal ballots have been circulating. Ask for a recount and certification at the least.,NA,2,2,2,1,1,2,2,NA,2,NA,NA,1,NA,NA,NA,4,5,1,1,2,20.308,20.308,22.834,1,1,2,17.441,17.441,19.263,1,1,1,13.937,13.937,15.997,1,fave|socialism,FL_130,FL_122,FL_121,FL_113,FL_104,FL_93,FL_83,FL_81,FL_67,FL_65,FL_53,FL_46,mip_open|G2.Q3,m4a_econ,covid_econ,gnd_unlabeled,6|5|4|3|2|1,1|2|4|5|3,7|1|2|3|10|6|5,2|1|3|4|8,1|2|3|4,7|2|3|1|6|8|5|4,4|5|9|7|6,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|7|5|4|3|6|2|8,74,0,12.45,1,6,4,7,2,2,4,NA,1,5,2,1.454727103,2,1,1,1,1,1,2020,0.972,1.413994745
R_sAyBLHuy0i8d7ix,NA,10/25/20 10:18,10/25/20 10:27,1,5f95a556-69d2-8daf-1297-27f3109f7b9e,67,1,12,15,2,4,2,4,91775,Michael,Benjamin,Emma,William,Barbara,Linda,Wife and three children,Wife and no children,Wife and three children,Wife and three children,Wife and no children,Wife and no children,59,70,63,57,47,59,13,23,15,21,14,10,4,1,1,5,2,1953,1,2,NA,NA,4,1,7,4,NA,NA,NA,2,2,5,2,2,4,4,2,3,3,4,11.767,40.661,41.751,5,2,4,4,4,1,2,3,3,2,COVID-19,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,1,2,1,NA,NA,1,NA,NA,NA,4,NA,5,1,1,1,30.745,30.745,32.802,1,1,2,10.719,10.719,11.615,1,1,1,12.205,12.205,13.192,1,socialism|fave,FL_133,FL_123,FL_118,FL_106,FL_104,FL_97,FL_89,FL_75,FL_73,FL_65,FL_51,FL_43,mip_open|G2.Q2,m4a_control,covid_control,gnd_labeled,6|5|4|3|2|1,1|2|4|5|3,2|5|3|1|10|7|6,1|2|3|8|4,1|2|3|4,1|2|3|4|5|6|7|8,6|5|9|7|4,1|2|9|8,1|2|3|4|5|6|7|8,7|5|4|6|3|9|1|8|2,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,67,0,8.32,3,5,4,2,2,6,4,NA,3,6,4,1.391369133,2,0,2,0,3,2,2020,0.05,0.069568457
R_1k05p5RbNvQ8YvL,NA,10/25/20 10:13,10/25/20 10:27,1,5f95a3e5-d0bc-f263-a73b-ecdd2585ca9a,76,1,10,1,1,2,5,2,53807,Linda,Elizabeth,William,George,Linda,Barbara,Husband and three children,Wife and one child,Husband and three children,Husband and no children,Wife and one child,Wife and three children,58,49,64,69,65,51,20,13,24,22,17,20,12,1,1,51,1,1944,3,NA,NA,2,4,1,2,1,1,NA,NA,2,2,5,1,3,3,3,3,3,4,4,2.411,68.925,70.167,7,3,1,2,4,1,1,5,3,2,Virus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,0,2,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,2,1.937,13.535,14.977,2,NA,NA,1,1,1,2,2,1,2,NA,2,NA,1,NA,NA,NA,NA,4,2,1,1,2,3.03,58.308,59.596,6,1,1,3.009,44.537,45.732,4,1,2,3.7,13.341,14.699,4,socialism|fave,FL_137,FL_129,FL_114,FL_108,FL_105,FL_96,FL_88,FL_77,FL_72,FL_58,FL_53,FL_49,mip_open|G2.Q3,m4a_econ,covid_control,gnd_unlabeled,6|5|4|3|2|1,5|4|2|1|3,5|3|2|6|10|1|7,2|1|3|4|8,2|1|3|4,7|2|6|1|5|8|3|4,5|6|9|4|7,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|7|3|4|5|2|6|8,76,0,14,1,6,2,5,1,1,2,NA,1,5,2,1.582513491,2,1,1,1,1,3,2020,0.998,1.579348464
R_1ovhNjdu4C8vpxd,NA,10/25/20 10:07,10/25/20 10:27,1,5f95a29c-0156-183e-fd68-0d43a9f6bded,34,1,1,1,14,5,1,1,12945,Barbara,George,William,Benjamin,Michael,Barbara,Wife and one child,Wife and one child,Wife and three children,Husband and no children,Husband and three children,Wife and three children,57,57,51,47,54,54,13,14,18,11,18,21,11,1,1,45,1,1986,1,1,NA,NA,4,5,1,2,1,NA,NA,6,2,2,2,1,4,2,3,2,3,4,1.205,81.399,83.474,25,2,4,4,4,2,3,4,3,2,Community and tourists,1,1,3,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,8.929,29.233,30.204,7,NA,Because he believe about changing and best future,1,1,1,2,3,3,7,1,NA,NA,NA,1,NA,NA,4,NA,2,1,1,2,1.093,59.304,60.673,34,1,2,1.47,22.39,23.456,12,1,2,1.621,16.903,17.947,11,fave|socialism,FL_136,FL_124,FL_114,FL_107,FL_101,FL_96,FL_85,FL_77,FL_73,FL_58,FL_56,FL_49,mip_open|G2.Q2,m4a_control,covid_econ,gnd_labeled,1|2|3|4|5|6,5|4|2|1|3,1|3|2|5|10|6|7,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,4|7|9|6|5,1|2|9|8,8|7|6|5|4|3|2|1,9|8|6|1|5|7|4|2|3,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,34,0,20.48,3,2,5,1,3,7,1,NA,3,2,1,0.788400377,1,1,2,1,3,1,2020,0.104,0.081993639
